,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,ratings,beds,bathroom_type,property,room_type
12037,Clyde,Brooklyn,East Flatbush,40.6460429,-73.94750521,140,31,13,10/27/2023,1.37,1,364,13,5,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12039,Tyler,Brooklyn,Williamsburg,40.71582854,-73.9425824,195,30,3,10/1/2023,0.53,3,336,3,5,2 beds,1 bath,Condo in Brooklyn,2 bedrooms
12040,Casimir,Queens,St. Albans,40.69505,-73.7636,140,2,22,10/30/2023,2.36,2,353,22,4.95,2 beds,1 private bath,Home in Queens,2 bedrooms
12041,Brandon,Brooklyn,Canarsie,40.64363,-73.90577,120,30,13,9/21/2023,1.31,1,173,13,4.92,3 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
12042,Latif,Brooklyn,Crown Heights,40.67326683,-73.93084096,169,30,29,11/19/2023,3.23,7,152,29,4.55,2 beds,2 baths,Rental unit in Brooklyn,2 bedrooms
12043,Marco,Queens,Richmond Hill,40.69238293,-73.83639987,48,30,14,10/31/2023,1.55,1,81,14,4.43,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12044,Blue House,Queens,Woodhaven,40.68657857,-73.86662815,199,30,5,7/17/2023,0.56,3,90,5,4,1 bed,1 shared bath,Home in Queens,1 bedroom
12045,Divya,Manhattan,Hell's Kitchen,40.76213277,-73.98696253,91,30,12,9/1/2023,1.65,3,127,12,5,1 bed,1.5 baths,Condo in New York,1 bedroom
12047,Studioplus,Manhattan,SoHo,40.71911132,-74.00130535,352,1,13,11/1/2023,1.32,24,28,13,4.54,1 bed,1 private bath,Rental unit in New York,Studio
12048,Zoraida,Bronx,Hunts Point,40.81412041,-73.88683227,100,30,18,10/29/2023,1.92,1,365,18,4.22,1 bed,1 bath,Rental unit in The Bronx,1 bedroom
12049,Giovanni,Brooklyn,Midwood,40.6137641,-73.9450979,169,30,7,9/23/2023,0.71,2,365,7,5,2 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
12051,Ming,Brooklyn,Crown Heights,40.67046292,-73.93082343,247,30,22,11/7/2023,2.28,3,260,22,4.86,5 beds,2 baths,Home in Brooklyn,5 bedrooms
12052,Katie And Perry,Brooklyn,Fort Greene,40.68693761,-73.97809737,315,30,19,10/10/2023,1.98,2,31,19,4.79,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12053,Dawud,Queens,Woodhaven,40.69742711,-73.85342896,150,30,31,11/15/2023,3.1,1,354,31,4.97,1 bed,1 shared bath,Ranch in Queens,1 bedroom
12054,Jason,Queens,Elmhurst,40.73664,-73.87457,146,30,36,11/12/2023,3.67,1,180,36,4.83,2 beds,1 bath,Rental unit in Queens,1 bedroom
12055,Oddette Sangileen,Brooklyn,Flatbush,40.64747922,-73.96375741,70,30,31,9/2/2023,3.51,3,182,31,4.9,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12056,Delores,Queens,Springfield Gardens,40.66414211,-73.74888821,264,2,4,7/10/2023,0.47,1,358,4,4.75,4 beds,1.5 baths,Home in Queens,3 bedrooms
12057,Hawwah,Queens,Rosedale,40.6513104,-73.7300642,129,30,13,9/5/2023,1.66,1,365,13,4.85,4 beds,1.5 baths,Home in Queens,3 bedrooms
12058,Rayees,Queens,East Elmhurst,40.76507309,-73.88871865,100,30,13,8/2/2023,1.29,1,178,13,4.23,1 bed,1 bath,Rental unit in Queens,1 bedroom
12060,Frances,Brooklyn,Prospect Heights,40.68230962,-73.97589966,100,30,14,9/20/2023,1.4,2,89,14,5,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12064,Valentina,Brooklyn,Bedford-Stuyvesant,40.69145547,-73.94156013,57,30,8,11/30/2023,0.87,2,365,8,4.5,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12065,Jed,Manhattan,East Village,40.72621,-73.99112,843,30,33,11/27/2023,3.29,1,360,33,4.91,3 beds,1 bath,Rental unit in New York,3 bedrooms
12067,Giovanni,Brooklyn,Midwood,40.6137641,-73.9450979,175,30,8,9/25/2023,0.82,2,305,8,5,3 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
12069,Briana,Brooklyn,Bedford-Stuyvesant,40.68312652,-73.92281313,245,2,44,12/3/2023,4.96,6,325,44,4.95,2 beds,2 baths,Townhouse in Brooklyn,1 bedroom
12070,Kristina,Brooklyn,Bedford-Stuyvesant,40.69417566,-73.94590679,275,30,15,11/27/2023,1.95,1,180,15,5,2 beds,1 bath,Home in Brooklyn,2 bedrooms
12071,Ming,Brooklyn,Crown Heights,40.67066743,-73.92994366,379,5,24,11/26/2023,2.68,3,80,24,4.92,4 beds,2 baths,Guest suite in Brooklyn,4 bedrooms
12072,Julian,Queens,Long Island City,40.74787166,-73.93710827,138,30,11,9/18/2023,1.13,2,59,11,5,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12075,Adana,Brooklyn,East Flatbush,40.64473993,-73.92027596,90,365,32,9/2/2023,3.23,1,364,32,4.97,1 bed,1 private bath,Home in Brooklyn,1 bedroom
12076,Darina,Brooklyn,Bushwick,40.69217271,-73.91446088,74,30,3,8/1/2023,0.5,7,337,3,4.67,1 bed,1.5 baths,Rental unit in Brooklyn,2 bedrooms
12077,Zion,Brooklyn,Crown Heights,40.66891929,-73.93036047,70,30,14,9/10/2023,1.42,1,89,14,4.79,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12081,Grace,Brooklyn,Canarsie,40.63687896,-73.91605849,76,30,16,10/29/2023,1.79,2,149,16,4.69,2 beds,1 bath,Rental unit in Brooklyn,1 bedroom
12082,Jon,Queens,Astoria,40.76235242,-73.92594564,301,2,35,11/19/2023,3.67,2,45,35,4.83,3 beds,1 bath,Rental unit in Queens,2 bedrooms
12083,Vic,Manhattan,Hell's Kitchen,40.76150327,-73.99166416,786,2,55,11/27/2023,5.5,1,326,55,4.87,3 beds,1 bath,Rental unit in New York,3 bedrooms
12086,Erica,Queens,Bay Terrace,40.78484332,-73.79464504,149,30,14,10/16/2023,2.55,1,365,14,4.93,2 beds,1 bath,Rental unit in Queens,1 bedroom
12087,Travis,Brooklyn,Bushwick,40.69357416,-73.92129948,292,30,3,5/15/2023,0.36,1,294,3,5,2 beds,2.5 baths,Home in Brooklyn,2 bedrooms
12088,Jamila,Brooklyn,Canarsie,40.65530886,-73.89873958,67,30,3,9/4/2023,0.53,3,89,3,4.67,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12090,Michel,Bronx,Norwood,40.87507,-73.88459,111,30,62,10/8/2023,6.16,2,365,62,4.74,2 beds,1 bath,Rental unit in Bronx,1 bedroom
12091,Kwame/Eve,Brooklyn,Brownsville,40.67007114,-73.91304963,48,30,19,9/25/2023,2.24,1,365,19,4.89,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12092,Jorge,Queens,Long Island City,40.76365794,-73.93679895,65,30,22,11/30/2023,2.58,3,175,22,5,1 bed,1 shared bath,Home in Queens,1 bedroom
12093,Bella,Manhattan,Lower East Side,40.71832551,-73.99073143,108,30,24,8/21/2023,2.48,6,146,24,4.33,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12096,Ming,Brooklyn,Crown Heights,40.67231753,-73.9311979,832,30,7,10/8/2023,0.87,3,58,7,5,11 beds,4 baths,Home in Brooklyn,9 bedrooms
12099,Dandan,Brooklyn,East Flatbush,40.64517238,-73.94341691,641,30,18,10/22/2023,1.98,2,334,18,4.72,7 beds,4 baths,Home in Brooklyn,7 bedrooms
12101,Julian,Queens,Long Island City,40.74774843,-73.93863438,138,30,7,9/19/2023,0.73,2,291,7,5,1 bed,1 shared bath,Rental unit in Queens,2 bedrooms
12102,Mary,Brooklyn,East Flatbush,40.65119,-73.92418,65,30,15,9/23/2023,1.7,2,365,15,4.8,3 beds,1 shared bath,Home in Brooklyn,1 bedroom
12103,Leidi,Brooklyn,Sunset Park,40.64466,-74.01871,39,30,26,10/9/2023,2.64,3,173,26,4.31,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12104,Zhaniya,Brooklyn,Bushwick,40.70062944,-73.93660918,167,30,29,11/12/2023,3.25,1,365,29,4.41,2 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
12105,Valor,Bronx,Olinville,40.873439,-73.8690318,137,30,17,10/29/2023,1.77,1,364,17,4.82,1 bed,1 bath,Home in The Bronx,1 bedroom
12106,Manuel,Brooklyn,Bedford-Stuyvesant,40.68532913,-73.91735187,48,30,45,11/21/2023,4.66,8,69,45,4.82,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
12107,Roger,Manhattan,Harlem,40.8037369,-73.9472218,257,30,28,11/22/2023,2.92,2,356,28,4.93,1 bed,1 bath,Rental unit in New York,1 bedroom
12108,Lucie,Brooklyn,Williamsburg,40.71509094,-73.96380214,156,30,5,9/13/2023,0.51,1,300,5,5,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12109,Milton,Manhattan,Harlem,40.80773574,-73.94513204,190,5,22,11/27/2023,2.63,3,187,22,4.86,2 beds,1 bath,Rental unit in New York,1 bedroom
12110,Tobi,Queens,Cambria Heights,40.69074577,-73.72647662,55,1,19,10/8/2023,2.0,2,337,19,4.21,1 bed,1 shared bath,Home in Elmont,1 bedroom
12111,Latisha,Brooklyn,Cypress Hills,40.683403,-73.883836,121,30,16,10/11/2023,1.63,1,365,16,4.88,1 bed,1 private bath,Home in Brooklyn,1 bedroom
12112,Queens,Queens,Forest Hills,40.73583,-73.84984,99,30,11,9/12/2023,1.36,1,279,11,4.82,3 beds,1 bath,Rental unit in Queens,3 bedrooms
12113,Georgia,Brooklyn,Canarsie,40.64374,-73.89715,99,30,16,11/12/2023,2.79,1,90,16,4.69,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
12114,Oladunni,Staten Island,Mariners Harbor,40.62833,-74.15677,51,30,32,11/6/2023,3.34,1,337,32,4.88,1 bed,1 bath,Rental unit in Staten Island,1 bedroom
12115,Juliana,Manhattan,Upper West Side,40.77243,-73.99166,350,30,10,8/10/2023,1.24,1,166,10,5,1 bed,1 bath,Rental unit in New York,1 bedroom
12116,John,Brooklyn,Sunset Park,40.65077312,-74.00411297,82,30,9,8/16/2023,0.99,3,338,9,4.78,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12117,Natalie,Bronx,Concourse Village,40.82703307,-73.91930734,110,30,29,11/7/2023,3.0,17,365,29,4.9,3 beds,2 baths,Rental unit in The Bronx,2 bedrooms
12118,Pod Hotel,Brooklyn,Williamsburg,40.7152256,-73.9590841,519,1,4,9/7/2023,0.09,2,319,3,4.5,1 bed,1 private bath,Hotel in Brooklyn,1 bedroom
12119,Arlene,Queens,Jamaica,40.67057,-73.7756,250,30,17,9/14/2023,1.72,1,365,17,4.94,4 beds,1 shared bath,Home in Queens,3 bedrooms
12121,Ronald,Brooklyn,Bedford-Stuyvesant,40.68909,-73.93611,111,30,47,11/13/2023,4.78,1,253,47,4.94,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12123,Maney,Manhattan,Murray Hill,40.75016225,-73.97587302,171,3,32,11/5/2023,3.57,2,64,32,5,1 bed,1 private bath,Rental unit in New York,1 bedroom
12126,Jonathan,Bronx,Morris Heights,40.8516481,-73.9207176,28,30,26,9/11/2023,2.73,7,273,26,4.58,2 beds,1 shared bath,Serviced apartment in The Bronx,1 bedroom
12127,Manuel,Brooklyn,Bedford-Stuyvesant,40.68563351,-73.91578869,48,30,46,11/5/2023,4.89,8,74,46,4.74,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
12129,Urban Furnished,Manhattan,Upper East Side,40.77242661,-73.9545517,149,30,3,11/3/2023,0.64,245,365,3,4.67,1 bed,1 bath,Serviced apartment in New York,1 bedroom
12130,Manuel,Brooklyn,Bedford-Stuyvesant,40.68550682,-73.91547184,48,30,50,10/29/2023,5.15,8,71,50,4.82,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
12136,Kong,Queens,Flushing,40.75410585,-73.81642484,79,30,40,11/5/2023,4.18,4,131,40,4.9,1 bed,1 private bath,Home in Queens,1 bedroom
12140,Zui,Queens,Sunnyside,40.7455609,-73.91636287,55,30,9,9/26/2023,1.16,1,352,9,4.89,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12142,Javier,Queens,Jackson Heights,40.7495578,-73.88561207,95,30,10,9/3/2023,1.32,2,365,10,5,2 beds,1 shared bath,Rental unit in Queens,1 bedroom
12144,Sid,Brooklyn,Williamsburg,40.71169936,-73.96716267,120,30,16,10/21/2023,1.89,3,166,16,4.63,1 bed,2 shared baths,Rental unit in Brooklyn,1 bedroom
12145,Emma,Brooklyn,Bushwick,40.68613019,-73.9141988,191,30,3,6/25/2023,0.45,13,364,3,5,2 beds,1 bath,Condo in Brooklyn,1 bedroom
12147,Caroline,Queens,Queens Village,40.70659814,-73.74810864,236,2,35,11/26/2023,3.82,3,340,35,4.49,4 beds,1.5 baths,Home in Queens,3 bedrooms
12148,Dali,Manhattan,Harlem,40.799663,-73.954568,515,30,5,9/4/2023,0.52,8,365,5,4.6,4 beds,1 bath,Condo in New York,4 bedrooms
12150,Kong,Queens,Flushing,40.75431319,-73.81500749,79,30,27,10/10/2023,2.99,4,339,27,5,1 bed,1 private bath,Home in Queens,1 bedroom
12151,Maddie,Manhattan,Kips Bay,40.73994266,-73.98258121,601,2,41,11/20/2023,4.69,1,57,41,4.85,4 beds,2 baths,Rental unit in New York,2 bedrooms
12152,Emir,Manhattan,West Village,40.73517289,-74.00992412,1500,30,11,10/19/2023,1.26,1,363,11,4.55,2 beds,2 baths,Rental unit in New York,2 bedrooms
12154,Dream,Brooklyn,Bedford-Stuyvesant,40.68742,-73.92143,200,30,4,5/21/2023,0.46,3,358,4,4.5,3 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
12156,Auset,Queens,Glendale,40.69790441,-73.89355359,60,30,7,10/4/2023,1.15,3,337,7,5,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12158,Global Luxury Suites,Bronx,Mott Haven,40.811848,-73.929665,246,1,6,8/27/2023,0.63,50,356,6,3.67,1 bed,1 bath,Serviced apartment in The Bronx,1 bedroom
12160,Mariana,Brooklyn,Williamsburg,40.71716405,-73.95237723,190,30,24,10/29/2023,2.69,1,178,24,5,1 bed,1 bath,Condo in Brooklyn,1 bedroom
12161,Brittany,Brooklyn,East New York,40.65682789,-73.88129725,150,30,14,6/23/2023,1.44,1,180,14,4.86,2 beds,1 bath,Guest suite in Brooklyn,1 bedroom
12162,Qiulan,Brooklyn,Borough Park,40.64336383,-74.00064797,67,30,44,11/4/2023,4.46,2,365,44,4.48,1 bed,1 shared bath,Home in Brooklyn,1 bedroom
12163,Elisa,Staten Island,Emerson Hill,40.6007811,-74.1336044,120,30,8,10/5/2023,0.83,1,180,8,4.5,1 bed,1 bath,Home in Staten Island,1 bedroom
12164,Yossi,Brooklyn,Gowanus,40.67877411,-73.99124574,450,30,10,10/9/2023,1.44,1,88,10,5,2 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
12165,Javier,Brooklyn,Sunset Park,40.64692,-74.00239,39,30,11,5/31/2023,1.12,4,228,11,4.36,1 bed,2 shared baths,Home in Brooklyn,1 bedroom
12168,Julie,Brooklyn,Bedford-Stuyvesant,40.69205962,-73.93548687,85,30,19,10/24/2023,2.01,1,172,19,4.89,2 beds,1 bath,Rental unit in Brooklyn,1 bedroom
12170,Jasmine,Brooklyn,Bedford-Stuyvesant,40.68321,-73.91482,250,32,10,10/24/2023,1.26,1,177,10,5,1 bed,1 private bath,Home in Brooklyn,1 bedroom
12171,Manuel,Brooklyn,Bedford-Stuyvesant,40.68526401,-73.91553725,48,30,44,11/16/2023,4.8,8,74,44,4.82,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
12172,Kay,Manhattan,Harlem,40.80466005,-73.95810852,140,30,4,8/27/2023,0.47,7,365,4,2,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12174,Candice,Manhattan,Morningside Heights,40.80377985,-73.96435689,75,30,11,8/28/2023,1.82,2,365,11,4.82,4 beds,1 shared bath,Rental unit in New York,3 bedrooms
12175,Nia,Brooklyn,Crown Heights,40.67424419,-73.95006749,167,30,26,11/6/2023,3.73,1,150,26,4.96,2 beds,1 bath,Guest suite in Brooklyn,1 bedroom
12177,Mar,Brooklyn,Bedford-Stuyvesant,40.69316,-73.93355,141,30,14,9/2/2023,1.61,3,365,14,4.71,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12178,Giuseppe,Queens,Ozone Park,40.67227235,-73.8479523,80,30,63,9/30/2023,6.45,1,180,63,4.95,1 bed,1 bath,Rental unit in Queens,1 bedroom
12179,Yu,Manhattan,Lower East Side,40.7138222,-73.98826652,78,30,5,5/6/2023,0.53,3,152,5,4.8,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12180,Razia,Queens,East Elmhurst,40.75712118,-73.88290501,128,30,37,11/1/2023,4.16,1,364,37,4.89,3 beds,1 bath,Home in Queens,3 bedrooms
12182,Joe & Jay,Brooklyn,Bedford-Stuyvesant,40.6910339,-73.9264746,125,30,44,11/18/2023,4.71,1,331,44,4.82,3 beds,2 baths,Home in Brooklyn,3 bedrooms
12183,Manuel,Queens,Jamaica,40.7095991,-73.7904856,114,30,25,8/29/2023,2.73,1,84,25,4.84,2 beds,1 bath,Rental unit in Queens,1 bedroom
12185,Jorge,Brooklyn,Bedford-Stuyvesant,40.68413,-73.92309,115,30,11,11/1/2023,1.52,1,172,11,5,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12186,Rebecca,Queens,Flushing,40.7582119,-73.8127971,200,30,19,11/12/2023,2.5,3,179,19,4.84,8 beds,3 baths,Home in Queens,4 bedrooms
12188,Jennifer,Brooklyn,Bushwick,40.70272135,-73.91472028,383,30,30,8/21/2023,3.36,2,256,30,4.93,4 beds,2 baths,Rental unit in Brooklyn,3 bedrooms
12190,Davit,Manhattan,Upper West Side,40.7976948,-73.962823,108,30,26,10/1/2023,2.79,1,365,26,4.85,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12192,Colin,Queens,Astoria,40.76344888,-73.92732735,160,30,3,10/26/2023,0.44,2,143,3,5,1 bed,1 bath,Rental unit in Queens,1 bedroom
12195,Gabriel,Brooklyn,Cypress Hills,40.678382,-73.893888,252,30,30,11/24/2023,3.18,8,248,30,4.83,4 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
12196,Jhoan,Brooklyn,Bushwick,40.6976551,-73.9159423,40,30,9,9/4/2023,1.21,5,286,9,4.78,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12199,Dessy,Manhattan,Harlem,40.80252132,-73.95499256,200,30,10,10/16/2023,2.36,1,175,10,4.9,2 beds,1 private bath,Condo in New York,1 bedroom
12204,Gunnar,Brooklyn,Crown Heights,40.67179297,-73.95477999,264,2,1,11/30/2023,1.0,1,250,1,New,2 beds,1 private bath,Rental unit in Brooklyn,2 bedrooms
12207,Chaki,Brooklyn,Prospect-Lefferts Gardens,40.6626553,-73.94551006,96,30,13,6/26/2023,1.47,1,64,13,4.69,2 beds,1 bath,Townhouse in Brooklyn,2 bedrooms
12210,Maureen,Staten Island,Rossville,40.55100515,-74.19254912,250,30,3,4/10/2023,0.33,1,174,3,5,5 beds,1.5 baths,Home in Staten Island,3 bedrooms
12212,Heidi,Manhattan,Upper East Side,40.77748221,-73.95629308,999,30,10,11/27/2023,1.07,1,123,10,4.7,3 beds,3 baths,Loft in New York,2 bedrooms
12213,Ahnaf,Brooklyn,Borough Park,40.64119915,-73.98532521,325,30,10,6/28/2023,1.09,8,365,10,4.6,3 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
12215,Ahnaf,Brooklyn,Kensington,40.64270796,-73.98589825,325,30,12,9/4/2023,1.31,8,365,12,4.5,3 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
12217,Hardik,Queens,Astoria,40.7631066,-73.92008569,142,30,4,8/18/2023,0.59,1,337,4,4.75,1 bed,1 bath,Rental unit in Queens,2 bedrooms
12218,Abdul,Queens,East Elmhurst,40.7596388,-73.89336735,160,30,12,7/30/2023,1.29,2,180,12,4.67,4 beds,1.5 baths,Rental unit in Queens,3 bedrooms
12219,Kaz,Queens,Elmhurst,40.74797,-73.87359,45,30,4,11/3/2023,0.54,133,268,4,5,1 bed,3 baths,Rental unit in Queens,1 bedroom
12221,Abdul,Queens,East Elmhurst,40.7586655,-73.8937616,160,30,13,9/4/2023,1.49,2,353,13,4.62,4 beds,1.5 baths,Home in Queens,3 bedrooms
12223,Lexie,Manhattan,Washington Heights,40.83499153,-73.94122945,60,30,9,5/18/2023,0.95,1,169,9,5,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12224,Kaz,Queens,Jackson Heights,40.74903956,-73.87284241,38,30,4,8/17/2023,0.48,133,260,4,5,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12225,Lee And Lu,Queens,Corona,40.74704,-73.85429,38,30,3,9/4/2023,0.32,7,365,3,2.67,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12226,Lee And Lu,Queens,Corona,40.74659136,-73.85433033,35,30,7,8/9/2023,0.73,7,365,7,4.29,1 bed,1 shared bath,Rental unit in Queens,1 bedroom
12227,Edward,Brooklyn,East New York,40.6650288,-73.8774411,81,30,21,9/16/2023,2.18,1,321,21,4.86,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
12228,Hi-Happy,Queens,Bayside,40.7673916,-73.7898195,23,30,3,4/25/2023,0.32,5,365,3,4.33,1 bed,1 shared bath,Home in Queens,1 bedroom
12230,Simone,Brooklyn,Bedford-Stuyvesant,40.68401006,-73.91894108,165,4,26,11/27/2023,2.97,1,336,26,4.81,1 bed,1 bath,Guest suite in Brooklyn,1 bedroom
12232,Colin,Queens,Richmond Hill,40.70376013,-73.82799211,89,30,10,9/9/2023,1.04,3,364,10,3.9,2 beds,1 bath,Rental unit in Queens,1 bedroom
12236,Quincy,Queens,Springfield Gardens,40.661011,-73.750345,96,30,3,9/3/2023,0.81,1,365,3,5,1 bed,1.5 shared baths,Home in Queens,1 bedroom
12240,Urban Furnished,Manhattan,Lower East Side,40.7193634,-73.985112,126,30,4,11/1/2023,0.56,245,327,4,5,1 bed,1 bath,Serviced apartment in New York,1 bedroom
12242,Marco,Manhattan,East Village,40.72293447,-73.98340902,500,30,30,11/19/2023,3.38,1,249,30,4.73,2 beds,1 bath,Rental unit in New York,2 bedrooms
12243,T R Rental,Manhattan,Washington Heights,40.83691581,-73.94353108,115,30,40,11/15/2023,4.49,1,365,40,4.8,2 beds,1 bath,Rental unit in New York,1 bedroom
12245,Marta,Manhattan,Upper West Side,40.7942698,-73.9715381,145,30,4,9/11/2023,0.45,2,76,4,5,1 bed,1 shared bath,Rental unit in New York,1 bedroom
12246,Mohammed,Brooklyn,Brownsville,40.65745088,-73.91065611,33,30,4,11/9/2023,0.48,12,278,4,3,1 bed,1 shared bath,Home in Brooklyn,1 bedroom
12247,Bianca,Manhattan,Harlem,40.81945481,-73.95479073,139,30,18,10/11/2023,2.01,2,48,18,5,1 bed,1.5 shared baths,Rental unit in New York,3 bedrooms
12249,MedHousing,Bronx,Claremont Village,40.84385068,-73.9086797,56,30,4,6/18/2023,0.43,26,346,4,4.5,1 bed,1 shared bath,Guesthouse in The Bronx,1 bedroom
12250,Ray,Manhattan,Washington Heights,40.83593,-73.94192,660,3,26,11/19/2023,2.75,1,289,26,4.92,5 beds,5 baths,Townhouse in New York,5 bedrooms
12251,Brian,Bronx,Claremont Village,40.84468413,-73.90526705,58,30,5,8/10/2023,0.56,4,365,5,4.2,1 bed,1 shared bath,Home in The Bronx,1 bedroom
12252,Jonathan,Bronx,Morris Heights,40.85055917,-73.92000599,35,30,14,10/1/2023,1.61,7,57,14,4.5,1 bed,1 shared bath,Rental unit in The Bronx,1 bedroom
12253,Nicola,Manhattan,West Village,40.7351036,-74.00096971,179,30,3,11/5/2023,0.42,4,346,3,4.67,1 bed,1 bath,Rental unit in New York,1 bedroom
12254,Natalie,Bronx,Mott Haven,40.8076411,-73.9148963,175,30,22,11/2/2023,2.69,1,365,22,4.68,1 bed,1 private bath,Home in  Bronx,1 bedroom
12257,Rebecca,Manhattan,SoHo,40.71943,-74.00151,489,1,4,10/22/2023,1.3,2,350,4,4.5,1 bed,1 private bath,Hotel in New York,1 bedroom
12258,Marvelous Travel,Manhattan,Financial District,40.70390858,-74.00653735,479,3,26,11/2/2023,2.71,5,321,26,4.88,3 beds,1 bath,Rental unit in New York,1 bedroom
12259,Mariam,Staten Island,Arrochar,40.5977843,-74.0675066,95,30,39,11/12/2023,5.55,1,274,39,4.51,4 beds,1 bath,Rental unit in Staten Island,3 bedrooms
12260,Shah,Queens,Long Island City,40.73907332,-73.96259181,300,30,4,6/25/2023,0.43,1,179,4,5,1 bed,1 bath,Rental unit in Queens,1 bedroom
12261,Sandra,Queens,Queens Village,40.71012784,-73.74994283,89,30,65,11/9/2023,6.91,2,365,65,4.83,2 beds,1 private bath,Rental unit in Queens,1 bedroom
12262,Travis,Brooklyn,Park Slope,40.66936,-73.98419,335,2,42,10/10/2023,4.6,1,134,42,4.93,4 beds,2 baths,Townhouse in Brooklyn,1 bedroom
12266,Yunis,Queens,Jamaica,40.6771116,-73.79659618,103,30,28,9/11/2023,2.95,2,365,28,4.61,4 beds,1 bath,Home in Queens,2 bedrooms
12268,Akshay,Brooklyn,Bedford-Stuyvesant,40.68944,-73.94499,175,30,3,8/28/2023,0.34,2,33,3,5,2 beds,1 bath,Condo in Brooklyn,2 bedrooms
12269,Pierre,Brooklyn,Flatbush,40.65472938,-73.95943383,150,30,5,7/24/2023,0.56,2,365,5,3.4,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
12272,Amal,Manhattan,East Harlem,40.8093869,-73.93786318,250,30,3,5/30/2023,0.38,4,74,3,4.33,1 bed,1 bath,Rental unit in New York,1 bedroom
12274,Yu,Manhattan,Lower East Side,40.71392622,-73.98943298,239,30,29,11/12/2023,3.44,3,152,29,4.59,4 beds,1 bath,Rental unit in New York,2 bedrooms
12275,Ahnaf,Brooklyn,Kensington,40.64253162,-73.98587282,100,30,4,9/10/2023,0.69,8,365,4,5,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12276,John,Queens,Flushing,40.73956006,-73.8075408,55,30,13,10/17/2023,1.84,1,365,13,5,1 bed,1 shared bath,Home in Queens,1 bedroom
12278,Lucas,Manhattan,Upper East Side,40.7775726,-73.9549139,246,31,22,11/12/2023,2.68,1,170,22,4.82,1 bed,1 bath,Rental unit in New York,1 bedroom
12279,Alyson,Brooklyn,Carroll Gardens,40.68193,-73.99278032,90,30,12,10/30/2023,1.38,1,150,12,4.75,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
12280,Erica,Brooklyn,Greenpoint,40.72172253,-73.94589991,195,30,3,11/24/2023,0.48,1,179,3,5,2 beds,1 bath,Rental unit in Brooklyn,1 bedroom
